human_gene_symbol	human_chromosome
SART1	11
OR4N5	14
POTEB	15
SUMO2P19	8
LINC01181	8
FRG1CP	20
AKT1	14
NQO1	16
EEF1A1P37	8
DEPTOR	8
MIR548AW	9
RNU7-21P	9
EEF1A1P5	9
GFI1B	9
CYP2B6	19
TMEM200A	6
HDDC3	15
SETP7	12
LAPTM4BP2	3
PPIAP69	3
REPS1	6
SMARCC1	3
NDUFS5P6	8
MTND1P7	8
NENFP2	12
ATP2B1-AS1	12
POU6F2	7
DDX11L5	9
C5AR2	19
WRAP73	1
UBXN2B	8
WASHC1	9
EIF1AD	11
NANOGP8	15
CCNP	19
RBM38-AS1	20
LINC00261	20
MIR1302-9HG	9
SEMA6D	15
GALNT9	12
LINC02058	5
MIR1302-9	9
FAM138C	9
APRT	16
CCT5P1	5
SNHG11	20
RBX1P2	5
RPS19	19
MTCYBP18	5
MARCHF3	5
LINC01388	9
FOXD4	9
PTK2B	8
PPEF1	X
ARPC1B	7
MAPK10-AS1	4
CBWD1	9
RPL5P17	5
RN7SKP96	4
MIR4452	4
PSD2	5
GABRA2	4
TMEM274P	1
FOXL1	16
CRTAP	3
ZFP1	16
KIR3DP1	19
TPRX2P	19
BANF1	11
PINLYP	19
LINC02040	3
ZFHX3	16
MCRS1	12
BASP1	5
IGKV1OR2-3	2
CNTN4	3
APLF	2
LINC01595	19
VPS13D	1
CST6	11
TRPC7-AS2	5
TOMM40P3	5
TMEM171	5
CATSPER1	11
CD79A	19
C5orf15	5
GAL3ST3	11
SUPT20HL2	X
MTCYBP39	2
CDH12P2	5
SNRPEP9	X
PDK3	X
PGGT1B	5
TMEM87B	2
GPI	19
SF3B2	11
USB1	16
OR4E2	14
MIR624	14
BTBD6	14
PRKCIP1	X
ARMCX1	X
CTAGE6	7
OR11H4	14
SAPCD2P3	7
ARMCX7P	X
RPL35P5	7
ARMCX6	X
SMAD5	5
ATL1	14
GTF2IP23	7
EMX1	2
RNU6-1254P	7
LINC02604	7
ARMCX3	X
GIMAP2	7
CTBP1	4
GIMAP1	7
LINC02831	2
GIMAP1-GIMAP5	7
GIMAP3P	7
BET1P1	7
TMEM176B	7
VN2R10P	16
RFWD3	16
COCH	14
ARMCX3-AS1	X
HYAL2	3
RNU6-30P	X
MIR1-1HG	20
ARMCX2	X
PPP1R21	2
RNF180	5
RPL7AP23	3
TMPOP2	16
SPATA12	3
CDKN2AIPNL	5
TMEM176A	7
ZNRF1	16
KLC2-AS1	11
KLC2-AS2	11
SALL4P6	3
RAB1B	11
PRICKLE2-AS3	3
VDAC1P7	3
GZMA	5
MTND6P3	5
ABHD5	3
MHENCR	20
ZCCHC10	5
CNIH2	11
NRN1L	16
LINC01431	20
RNU6-587P	X
PAICS	4
ZRSR2	X
LINC02419	12
LINC02372	12
SDR42E1	16
MEIKIN	5
SNHG17	20
YIF1A	11
UTP20	12
ADAMTS18	16
RNA5SP239	7
ST7-AS1	7
BHMT	5
ST7-OT4	7
NUP210	3
ARMCX4	X
TPM3P1	7
MIR6132	7
ST7-AS2	7
YTHDC2	5
FABP7P2	2
ANAPC1P5	2
EIF5P1	X
HMGN1P33	X
CLDN34	X
RSL24D1P2	2
WWC3-AS1	X
KRTCAP2P1	2
MTND4P6	7
TCEAL2	X
FTO	16
MTCYBP6	7
TMEM151A	11
RN7SL771P	7
CKM	19
ADCK2	7
TCEAL6	X
CD248	11
CLDN22	4
DTHD1	4
RIN1	11
TSGA10	2
BEX5	X
FAM120B	6
LRSAM1	9
TSC22D3	X
RPS5	19
LGR5	12
ATP6V1C1	8
NDUFB2	7
STRN3	14
BRMS1	11
TLR2	4
GPATCH11P1	3
CTDSPL	3
KCNN2	5
SMARCAD1	4
ZNF132-DT	19
NCBP2L	X
CBLC	19
AMMECR1	X
FKBP5	6
NDUFB2-AS1	7
BRAF	7
ZCCHC14-DT	16
LINC01228	16
NKRF	X
ZFPM1	16
HMGCLL1	6
B4GAT1	11
NCALD	8
HIGD1AP17	14
UBE2D2	5
CYP2A7P1	19
SLC29A2	11
RPL21P5	14
RNU6-541P	14
FRMPD4	X
SULT2A1	19
COTL1	16
ACTN1	14
CYP2G2P	19
KIR3DL1	19
RARRES2P6	16
HTR6	1
MMP15	16
SFMBT1	3
LINC01647	1
GK	X
RPL10P17	1
AIG1P1	5
FTH1P9	5
AKAP13	15
LINC02122	5
ARHGEF16	1
ALDH7A1P1	5
LRRTM2	5
KCNMA1-AS3	10
MBL2	10
FEM1C	5
CTCF-DT	16
SH3RF3-AS1	2
EGFLAM-AS3	5
CYCSP6	2
CMC2	16
CENPNP1	2
ZNF664	12
MTND1P29	2
WDR70	5
NPAS2-AS1	2
ABCC2	10
CCR8	3
SEMA4F	2
PPIAP71	3
BRD9P1	11
RNU1-84P	11
CSNKA2IP	3
NPAS4	11
SLC49A3	4
ADTRP	6
ROBO2	3
RBP7	1
PACS1	11
ARF1P3	8
ANXA13	8
PRAMEF13	1
TMEM132D-AS1	12
GPR157	1
HMGB1P29	5
UPK1A	19
PRAMEF32P	1
RETREG1-AS1	5
SCYL2	12
RPS26P56	X
ZBTB40	1
RNA5SP513	X
SMARCA1	X
CGA	6
RPL3P6	5
DUX4L51	5
PAIP1	5
RPL23AP27	2
ST6GAL2-IT1	2
BNIP3P34	19
RPS12P3	2
POLR2C	16
CENPNP2	2
SHLD2P3	10
MRPS9-AS1	2
RN7SL453P	10
UBA2	19
RHEBP2	10
NPNT	4
RB1CC1	8
PLG	6
NPY4R2	10
FAM25C	10
LINC02579	2
MED15P4	2
RNU6-85P	7
CCT4P1	7
ENO1-AS1	1
LIPJ	10
LINC02347	12
MRPS33	7
MICOS10-NBL1	1
RPLP0P2	11
RPL7P34	10
LIPF	10
DAGLA	11
UBN1	16
MFSD9	2
SMIM28	6
LYRM4	6
DUS4L	7
FBXO44	1
LNCDAT	6
RN7SL221P	6
PKMP5	6
NRN1	6
SLC5A7	2
MYRF-AS1	11
MIR7853	6
MIR5683	6
OCRL	X
SNAPC5P1	6
F13A1	6
CPA6	8
CPA2	7
PLA2G1B	12
NAPGP1	10
TMEM258	11
KRT8P38	10
RCBTB2P1	10
LIPM	10
PROS2P	3
CACNA2D3-AS1	3
DYNC1LI2-DT	16
IL1B	2
MIR611	11
FEN1	11
MAPKAPK3	3
LIPN	10
LINC02544	6
DUS2	16
SNX24	5
RNU6-598P	10
EEF1A1P39	10
ADGRD1	12
VTA1P1	6
DNM1P17	10
GOLGA2P6	10
PRAMEF10	1
CPA4	7
RN7SL241P	10
CYCSP23	8
FADS1	11
MIR7162	10
NIFKP1	10
SMIM15P2	6
ODF1	8
CCND3P1	10
MAP3K8	10
CYP2A13	19
DNASE1L1	X
CCDC28A-AS1	6
PRAMEF11	1
CTHRC1	8
ACKR4P1	6
CCDC28A	6
BSPH1	19
PRAMEF1	1
HNRNPA1P32	10
RN7SL63P	10
TCP10L3	6
SNRPGP12	10
KIR2DS4	19
CRIM1	2
SMNDC1	10
NDUFA5P2	8
CFL1P6	1
FAM193A	4
RPL10AP6	3
CPA1	7
RPS10P16	8
ZNF420	19
MED30	8
ARL6	3
NPHP4	1
AMZ2P2	6
MIR3918	6
RFESD	5
EZR-AS1	6
RPSAP43	6
RNA5SP213	6
CEBPA-DT	19
LINC02536	6
RPS20P20	8
DUSP5-DT	10
MRPS17P5	6
ZNF324B	19
GSTA1	6
HMGB3P5	10
DUSP5	10
MESTIT1	7
RDH10	8
LIX1	5
ARMCX5	X
MEST	7
VGLL3	3
AFTPH-DT	2
MTPAP	10
ARHGAP26-IT1	5
ZNF616	19
RBM41	X
SUCLG1	2
WASHC5	8
GSTA6P	6
GSTA5	6
HAVCR2	5
TUBGCP4	15
GBE1	3
GSTA11P	6
ZNF471	19
GSTA10P	6
NCR2	6
GAB3	X
RNU7-171P	9
RNU6-571P	10
MED28P1	10
ACTBP14	10
LINC01766	19
SRGN	10
LINC01276	6
RPL17P17	3
SPTAN1	9
MIR4641	6
SLC17A4	6
RPS12P17	10
MIR1908	11
MTCO2P6	3
ASS1P10	5
ANXA8	10
HNRNPA3P8	3
PPP5C	19
FADS3	11
HMGB1P38	3
AHCYP3	2
DOCK3	3
SLCO4C1	5
RPS12P4	2
RPL23AP34	2
NMS	2
SLC17A1	6
SNORA36A	X
MIR664B	X
SNORA56	X
LINC01868	2
SMIM9	X
MIR1184-1	X
PPIAP63	2
SYTL4	X
IGKV1-5	2
IFNG	12
ST8SIA4	5
ARL5AP1	X
KIAA1210	X
RUFY2	10
LINC02845	8
EML4	2
PABPN1L	16
RGS20	8
WWC3	X
VDAC1	5
GXYLT2	3
LINC02412	12
SLC17A3	6
TMEM201	1
SNRNP35	12
PPP1R14D	15
ICE2P2	3
RARRES2P7	16
ID2B	3
C16orf74	16
RPP25	15
VPS33B	15
TMED7	5
FBXL2	3
LINC00943	12
MIR6746	11
RAB3IL1	11
TAF11L6	5
MINAR2	5
RPS14P8	5
NHSL2	X
PSG10P	19
RPS12P10	5
FENDRR	16
LINC01714	1
RPL7L1P4	5
LCOR	10
SQLE-DT	8
MTCO1P4	8
KIR3DL2	19
XAGE1B	X
ERAP2	5
PDCL3P2	8
MTOR	1
LINC02193	16
RNU6-1243P	11
RPL30P16	8
H2AC3P	6
MYRF	11
H2AZP2	8
H2BP5	6
TRIM38	6
RNF19A	8
H3P26	6
H1-1	6
CXorf51A	X
CBFA2T3	16
ANAPC1P6	2
H3C1	6
VTI1A	10
H4C1	6
H3C2	6
H2AC4	6
HEPH	X
H2BC3	6
H2AC5P	6
LINC01593	2
H3C3	6
MTND4P26	2
H1-2	6
H1-6	6
H1-4	6
LINC01956	2
PRXL2AP1	12
LARP1P1	6
PGM5P4	2
H2BC6	6
MTND2P21	2
LINC01955	2
H4C4	6
LINC00508	12
RPL22P8	2
MICB	6
SMC3P1	2
LINC02826	12
SH3RF3	2
KIFBP	10
TRMT10BP1	8
KNOP1P3	2
LSM3P2	12
CIAO1	2
ZNF10	12
RIMS2	8
ZFP28-DT	19
RPL37P23	19
PPIAP9	6
RPL15P4	6
FCAR	19
MCCD1	6
TMEM182	2
DDX39B	6
LINC02729	11
MYOD1	11
DNAJA2-DT	16
ANAPC4	4
FOXF1	16
ASAH2B	10
KCNC1	11
AP4S1	14
LINC02443	12
CDYL2	16
NPAP1	15
VPS13C	15
RPL35AP16	5
FBH1	10
ACAT1	11
UBA52P7	12
SNX2	5
HK2-DT	2
UBTFL5	2
CNTN1	12
COA5	2
RPEP2	3
CENPT	16
GALM	2
ENPP7P2	3
FRMD4B	3
LINC02329	14
IL36B	2
LINC00911	14
FLRT2	14
ELANE	19
C1QTNF7	4
MIR335	7
LYPD1	2
GALNT11	7
MIR7843	14
TP73	1
CYP2F1	19
PAPOLA	14
REXO2	11
IGKV5-2	2
CFAP299	4
RPS14P5	2
BBIP1P1	2
DUSP2	2
LINC02039	5
FAM174A-DT	5
FTH1P23	3
GUCY1A1	4
MTND6P4	5
EIF4BP4	3
ACTR3BP2	2
LYPD5	19
ACTR3	2
EEF1GP3	3
KRT18P60	12
SELENOTP2	5
YBX1P4	7
MUSTN1	3
SEPTIN7P6	7
LINC02413	12
FABP5P3	7
NR2F1-AS1	5
ATP6V1G2-DDX39B	6
CCT8L1P	7
SSH1	12
LINC01003	7
SNORD117	6
CPSF4	7
SNORD84	6
DDX39B-AS1	6
NFKBIL1	6
MTND5P28	2
SRMP3	2
FAM138B	2
CABP5	19
CCDC148-AS1	2
DPP10-AS2	2
IGKV1OR2-1	2
ZFP28	19
DDX18	2
NXPE2P1	11
SPACA5	X
NXPE1	11
CTNNB1	3
ZMAT1	X
RAB2A	8
LTA	6
NXPE4	11
KRTDAP	19
CT45A7	X
ATP5MF	7
SMYD1	2
TMPRSS13	11
MAPKAPK5	12
TNF	6
RPP30	10
PSMB10	16
LAGE3	X
ENOX2	X
LTB	6
CYP2T3P	19
CEACAMP9	19
RPL7AP69	19
ADHFE1	8
RPL36P16	19
NT5C1B-RDH14	2
ZNF789	7
LST1	6
NCR1	19
DDX11L2	2
EMC8	16
NXPH2	2
RPL17P12	2
ARL1	12
ZNF394	7
EIF2S2P7	2
NDUFB4P5	2
SPIN2A	X
RDH14	2
BTF3P5	2
SHROOM4	X
LINC02898	2
FAM200A	7
NUMB	14
MTCO1P43	2
IL10RA	11
ATP5F1BP1	2
LINC01114	2
ZNF655	7
NPIPA2	16
ZNF470	19
NCKAP5-IT1	2
NEBL	10
LINC01961	2
SRSF3P5	2
CRYGGP	2
EN1	2
FAM104B	X
NPIPA5	16
YTHDC1	4
CCDC148	2
PRELID2P1	12
ZNF586	19
TMEM132D-AS2	12
RFC5	12
MAP7D2	X
GNPATP	16
SIGLEC31P	19
RN7SL828P	11
MTND5P34	16
GAPDHS	19
TMPRSS4	11
NCR3	6
MIR5587	16
MIR3176	16
MIR6859-4	16
MIR3180-5	16
MIR4717	16
SNORD60	16
RN7SL850P	16
MIR6769A	16
MIR3677	16
MIR4516	16
MIR3180-4	16
MIR4718	16
MIR940	16
MIR3180-1	16
MIR1972-1	16
MIR6511B2	16
MIR3179-3	16
BASP1-AS1	5
MIR3670-3	16
MIR6511A4	16
RNU7-125P	16
MIR3180-3	16
RN7SL274P	16
RNU4-46P	16
MIR3179-1	16
MIR6511A1	16
MIR193B	16
MIR6770-1	16
MIR365A	16
MIR3680-1	16
RN7SL557P	16
DOCK1	10
MIR6511B1	16
STK32A	5
RNU6-159P	16
RNU6-1241P	16
MIR6770-3	16
RNU6-1340P	16
MIR3670-1	16
MIR548W	16
RNA5SP405	16
MIR3670-4	16
MIR3179-4	16
RNA5SP409	16
RNA5SP406	16
RNU6-257P	16
RNA5SP408	16
RNA5SP410	16
RNU6-845P	16
RNA5SP413	16
RNA5SP415	16
RNA5SP416	16
UQCRHP1	6
RNA5SP417	16
ZNF235	19
RNA5SP418	16
RNA5SP419	16
AIF1	6
RNA5SP420	16
RNA5SP421	16
RNA5SP422	16
RNA5SP423	16
RNA5SP411	16
C2orf76	2
RNA5SP425	16
RNA5SP412	16
RNA5SP414	16
RNA5-8SP2	16
RNA5SP407	16
RN7SL841P	16
RN7SKP142	16
RNU4-58P	16
ANGPTL7	1
RNU6-21P	16
RRS1	8
RNA5SP428	16
RN7SKP76	16
RNU7-90P	16
RNU7-71P	16
RNA5SP430	16
RNU6-758P	16
LACTB2-AS1	8
RN7SKP233	16
RNA5SP433	16
GUCY1B1	4
MIR1910	16
MIR4719	16
MIR6774	16
RN7SKP190	16
BCAM	19
MIR140	16
MIR5189	16
RN7SKP176	16
SMILR	8
MIR6775	16
RN7SL381P	16
RNU1-103P	16
MIR4722	16
KREMEN2	16
CHRNA2	8
TMEM225B	7
LINC02441	12
H3P25	5
AK3P4	5
MIR23C	X
RUNX3-AS1	1
EIF1AX	X
HES5	1
VTRNA2-1	5
CCT6P2	5
HSPD1P18	5
LINC00939	12
ZSCAN25	7
SNORA38	6
MIR6832	6
APOM	6
RHOBTB3	5
WDR73	15
KRT18P33	2
GACAT1	2
PARK7	1
PABPC1P6	2
ITPR2	12
RPL23AP7	2
DNAJA1P2	2
CYP27C1	2
EIF1AX-AS1	X
RPS6KA3	X
CYP3A5	7
C6orf47	6
C6orf47-AS1	6
GPANK1	6
LINC02064	5
PSG5	19
SPR	2
RPL12P48	8
PRXL2AP2	8
OTX2P2	2
STK3	8
SF3B6	2
CC2D2B	10
PKMYT1	16
NDUFAF2P1	2
LINC02057	5
TNFRSF14-AS1	1
MAG	19
MTND5P11	5
DDX43P1	5
MAP3K20	2
MT1XP1	1
MTND5P12	5
PRAMEF6	1
ALKBH2	12
CYP3A51P	7
CYP3A7	7
CTNNA1	5
LY6G5B	6
CLIC4	1
LY6G5C	6
RPS27P21	12
CFAP43	10
IFITM3P2	12
WDFY3	4
TAOK3	12
CYP3A137P	7
ATP6V0D2	8
NPM1P39	1
CYP3A52P	7
LINC01784	1
SNX33	15
GJC3	7
GPR3	1
ABHD16A	6
JAML	11
ACTG1P20	1
CNTNAP2	7
DPPA2P2	1
ARHGEF19-AS1	1
CAMTA1-DT	1
CATSPER2	15
UQCRHL	1
CHURC1	14
ZNNT1	8
CD164L2	1
ADRB3	8
DYNLL1P3	1
NACAP10	8
SZRD1	1
TRIM8	10
CASC19	8
GEMIN2	14
HS6ST1	2
ZNF274	19
TMEM185B	2
BCLAF3	X
CHEK2P3	2
IL36G	2
PAQR4	16
PDIK1L	1
RNU6-98P	X
ANAPC1P4	2
HS6ST2-AS1	X
NAA20P1	X
USP26	X
CNTNAP2-AS1	7
XIAPP3	2
DUTP3	7
RANP2	7
MIR548F4	7
RHOXF1P3	X
MTND1P28	2
RNU6-1184P	7
LINC02595	X
GREP1	16
RNA5SP249	7
DMBT1	10
RN7SL456P	7
CAMTA1	1
YY1P2	2
RN7SL72P	7
CHMP3	2
EGFR-AS1	7
EXOC1L	4
ELDR	7
FGB	4
CALM1P2	7
RNU6-863P	7
CLDN9	16
GTF2IP7	7
CLDN6	16
HSPE1P18	11
SRRM3	7
TCF12	15
MPZL3	11
DPF3	14
THOC6	16
LINC02424	12
PEBP1	12
KCNQ3	8
NKAPP1	X
VTI1BP4	9
CCNE1	19
SOCAR	2
YWHAG	7
MPZL2	11
VCP	9
YPEL5P3	12
RPS14P4	2
NECAP2	1
PPIAP81	7
SSC4D	7
LINC02154	X
MSI1	12
FAT4	4
STON1-GTF2A1L	2
GNL3L	X
ZP3	7
CD3G	11
FFAR1	19
LINC02369	12
MIR4646	6
LY6G6F	6
PPP2R1A	19
LY6G6F-LY6G6D	6
RNU6-746P	4
LRRC34P2	4
OR4K5	14
IGSF21-AS1	1
FDPSP2	7
FCF1P8	4
ASCL1	12
OR11H12	14
PPIAP86	8
OR11G2	14
SRD5A3-AS1	4
LINC00824	8
ZNF593OS	1
KIF26A	14
HSPB1	7
LY6G6C	6
USP30	12
FOLR1	11
SOD1P3	8
FBXO6	1
TRAPPC2P2	8
CLIC1	6
PGAM1P13	8
LINC01603	8
BICDL2	16
CRPPA	7
TMEM165	4
TOX	8
PPIAP34	1
PABPN1	14
LAPTM5	1
RNU1-125P	16
ASAP1	8
RPL36AP29	7
SOWAHC	2
RNU1-22P	16
CRPPA-AS1	7
FSIP2-AS1	2
ZSCAN10	16
TMSB15B-AS1	X
SLC30A2	1
PABPC1P2	2
SOSTDC1	7
FGFR3	4
NCK2	2
RBM27	5
MTMR2	11
RPS2P5	12
LINC02359	12
LRRC72	7
LINC00894	X
ZIM3	19
PHACTR4	1
OR4E1	14
MIR589	7
SDR39U1	14
NLRP7	19
BRWD1P2	12
ACTB	7
ZNF213	16
LINC02388	12
SNX18	5
CUX2	12
HIBCH	2
OR7E85BP	4
UNC93B8	4
DANT1	X
OR7E111FP	4
MSH5	6
CHMP1B2P	X
SNRPCP16	4
PIK3R1	5
CASP16P	16
ENPP7P10	4
IFITM3P7	1
OR1F1	16
PAFAH1B2	11
OR1F2P	16
LINC00921	16
LINC00507	12
TRIM2	4
ZNF263	16
CD99P1	X
CNKSR1	1
NGB	14
OR11H2	14
MDGA2	14
TIGD7	16
EBAG9	8
RPL21P103	12
SIDT2	11
RHOXF1-AS1	X
EP400	12
OR2C1	16
LINC00892	X
RPL21P131	19
MTCO1P28	16
LINC01186	X
MTND1P8	16
MTRNR2L4	16
FSCN1	7
CEACAMP5	19
ZNF174	16
PSG4	19
LINC00632	X
RNF216-IT1	7
MIR6874	7
RNASE3	14
ZNF597	16
SMARCD3	7
TRAV6	14
TRAV7	14
TRAV8-1	14
TRAV9-1	14
TRAV10	14
TRAV11	14
TRAV12-1	14
TRAV8-2	14
TRAV8-3	14
NAA60	16
TRAV13-1	14
TRAV12-2	14
LINC01278	X
TRAV8-4	14
TRAV8-5	14
TRAV13-2	14
TRAV14DV4	14
BHLHE22	8
AHCYP4	2
TRAV9-2	14
DYNLT3P2	2
TRAV15	14
MAL2	8
MTND6P9	2
TRAV12-3	14
TRAV8-6	14
SDHCP3	2
ISCA1P6	2
TRAV16	14
TRAV17	14
RPL12P32	12
MAP3K20-AS1	2
TRAV18	14
RBMS2P1	12
ADAM1A	12
NDUFB9P3	8
TRAV19	14
KCNV2	9
PPP1R2P5	2
KCNB2	8
RPS27P25	12
SNRPGP9	2
TRAV20	14
FSIP2-AS2	2
BTF3P12	8
TRAV21	14
FBXO17	19
TRAV22	14
FAM91A1	8
VLDLR	9
TRAV23DV6	14
DRC1	2
GTF2H2B	5
TRDV1	14
CPM	12
TRAV24	14
TRAV25	14
TRAV26-1	14
TRAV8-7	14
NPC1L1	7
TRAV27	14
MIR222HG	X
TRAV28	14
TRAV29DV5	14
UBE2DNL	X
TRAV30	14
TRAV31	14
TRAV32	14
TRAV33	14
TRAV26-2	14
CATSPERG	19
TRAV34	14
GAPDHP57	2
TRAV35	14
TRAV36DV7	14
SGCEP1	2
MRPS18BP2	2
TRAV37	14
TRAV38-1	14
LINC00630	X
TAGLN	11
TRAV38-2DV8	14
MGAT4A	2
TRAV39	14
TRAV40	14
TRAV41	14
IGHG1	14
MND1	4
IGHG3	14
TMCC1P1	8
DEPDC1P1	15
FTX	X
ATP6V1G1P1	14
IGHD	14
KRT90P	12
FAM110D	1
IGHM	14
LINC01257	12
CHRNA7	15
SH3GLB2	9
C1GALT1P3	8
ICMT	1
MIR4539	14
MIR4507	14
MIR4538	14
MIR4537	14
RPL21P99	12
IGHJ6	14
SLA	8
IGHJ3P	14
IGHJ5	14
MSH5-SAPCD1	6
RPS6P22	12
IGHJ4	14
RPS2P41	12
RNF214	11
IGHJ3	14
EFL1P2	4
DAO	12
IGHJ2P	14
IGHJ2	14
HNRNPA3P7	5
LINC02835	4
IGHJ1	14
ANKRD44-IT1	2
IGHD7-27	14
EPHA5-AS1	4
IGHJ1P	14
THG1L	5
IGHD1-26	14
IGHD6-25	14
RNU2-40P	4
IGHD5-24	14
NPAS2	2
FAM192BP	4
IGHD4-23	14
IGHD3-22	14
IGHD2-21	14
WASF2	1
C4orf36	4
IGHD1-20	14
IGHD6-19	14
IGHD5-18	14
IGHD4-17	14
DMTF1	7
IGHD3-16	14
IGHD2-15	14
SEPTIN14P5	5
IGHD1-14	14
IGHD6-13	14
LINC02103	5
IGHD5-12	14
DENND6A	3
IGHD4-11	14
IGHD3-10	14
IGHD3-9	14
IGHD2-8	14
MTCO1P24	5
IGHD1-7	14
IGHD6-6	14
IGHD5-5	14
IGHD4-4	14
PELO	5
MED18	1
IGHD3-3	14
IGHD2-2	14
IGHD1-1	14
IGHV6-1	14
IGHVII-1-1	14
TECRP1	4
ADAM6	14
HAVCR1	5
KLHL8	4
IGHV1-2	14
IGHVIII-2-1	14
IGHV1-3	14
MMEL1-AS1	1
LINC01648	1
IGHV4-4	14
CACNA2D3	3
IGHV7-4-1	14
IGHV2-5	14
NDUFA3P1	19
SLC9A1	1
RPS10P28	19
IGHVIII-5-1	14
IGHVIII-5-2	14
IGHV3-6	14
IGHV3-7	14
MIR6126	16
SLC7A9	19
RNA5SP389	14
C16orf90	16
IGHVII-60-1	14
RNU6-850P	6
IGHV4-61	14
SAPCD1	6
HOXC13-AS	12
IGHV3-62	14
IGHVII-62-1	14
IGHV3-63	14
IGHV3-64	14
NOP56P3	12
CCDC63	12
IGHV3-65	14
CEP164	11
IGHVII-65-1	14
SAPCD1-AS1	6
CLUAP1	16
IGHV3-66	14
VWA7	6
IGHV1-67	14
SLC20A1P1	14
IGHVII-67-1	14
IGHVIII-67-2	14
IGHVIII-67-3	14
IGHVIII-67-4	14
IGHV1-68	14
IGHV1-69	14
IGHV2-70D	14
RPS2P18	2
IGHV3-69-1	14
ARHGAP42P2	2
IGHV1-69-2	14
IGHV1-69D	14
IGHV2-70	14
IGHV3-71	14
RNU6-975P	6
IGHV3-72	14
RN7SL827P	6
DOLPP1	9
FHL2	2
IGHV3-73	14
DDAH2	6
PANK3	5
IGHV3-74	14
IGHVII-74-1	14
IGHV3-75	14
IGHV3-76	14
IGHVIII-76-1	14
MIR5195	14
IGHV5-78	14
IGHVII-78-1	14
IGHV3-79	14
IGHV4-80	14
IGHV7-81	14
IGHVIII-82	14
MIPOL1	14
JAKMIP2	5
SNRPEP7	1
OR5BT1P	12
LDLRAP1	1
SLCO1B3-SLCO1B7	12
CEACAMP10	19
GAPDHP60	4
ZIM2-AS1	19
RPS26P35	8
MIR5705	4
HSD17B13	4
PRR13P3	11
PREX2	8
OR5AK4P	11
PTPA	9
OR5AO1P	11
RNF207-AS1	1
KLK2	19
OR5BP1P	11
LRRC55	11
ATP5IF1	1
TNKS1BP1	11
MIR223HG	X
NLRC3	16
USP8P1	6
RPL3P2	6
WASF5P	6
LINC02571	6
DANT2	X
MIR6891	6
HSD17B11	4
TP73-AS2	1
DHFRP2	6
RNU6-283P	6
FGFR3P1	6
ZDHHC20P2	6
SDC3	1
HLA-S	6
UBR2	6
SSRP1	11
MTHFD2P1	3
HS6ST2	X
PIK3CD-AS1	1
ADAM1B	12
SETP6	3
OR5BM1P	3
CHCHD3P3	1
OR5AC1	3
LINC02399	12
PAFAH2	1
NDUFA5P6	12
RN7SL681P	4
RNU1-44P	4
POU4F2	4
CADPS	3
BTBD11	12
RNU6-890P	6
PRPH2	6
PRG3	11
USP17L15	4
ATP6V0CP3	6
BTF3L4P4	4
TBCC	6
PALLD-AS1	4
RN7SKP299	6
DUXA	19
SLX4	16
MAP3K5	6
CNGA1	4
HSPA12A	10
PRG2	11
PLA2G4C	19
HIGD1AP13	4
BMP2K-DT	4
WDTC1	1
PAQR3	4
PTPN4	2
TRAP1	16
BAALC-AS1	8
NUDT22	11
MAP3K5-AS1	6
RNA5SP219	6
PEX7	6
LRATD2	8
ZYXP1	8
SYNE3	14
COLEC10	8
LHFPL2	5
DNAJC8	1
FKBP2	11
RNU6-883P	10
RPS26P41	10
CDK5P1	8
RN7SL127P	4
LINC02365	4
MYOZ1	10
CASP3	4
MYC	8
STK10	5
SLC35D3	6
SYNPO2L	10
RPL35AP3	6
RPL5P4	1
SESN2	1
HLA-DMB	6
HNRNPDLP2	2
MTCYBP9	2
SYNPO2L-AS1	10
CEP83-DT	12
OR7E126P	11
LINC02463	12
MIR6124	11
RPS6P20	12
ZNF766	19
CARS1-AS1	11
SNRNP200	2
CARS1P2	8
FAM32EP	12
RNU1-91P	11
SERINC2	1
RNA5SP320	10
LINC02368	12
BMS1P4	10
PKN3	9
OSBPL5	11
HLA-DMA	6
TBC1D31	8
DUSP8P5	10
SLC15A4	12
SEC24C	10
PROX2	14
N4BP3	5
FAM187B2P	19
ZNF264	19
SIPA1L1	14
PCBD2	5
EMC7	15
LINC02824	12
ERBIN-DT	5
BRD2	6
PSG9	19
PRIMPOL	4
RPL32P2	15
RN7SL560P	9
PGBD4	15
ZDHHC12	9
ACSL6-AS1	5
KATNBL1	15
MTMR12	5
MYL2	12
ZER1	9
AJAP1	1
PSG3	19
FUT11	10
PTAFR	1
LINC02370	12
CHCHD1	10
CENPU	4
NLRP9P1	12
MIA-RAB4B	19
COPS5P2	12
CYP51A1P1	3
TBC1D13	9
ZNF480	19
ZSWIM8	10
KBTBD8	3
CLDN15	7
ATXN2-AS	12
KRT18P20	12
RPS6KA1	1
EMC4	15
RPH3A	12
VTI1BP1	3
PLA2G4C-AS1	19
UBA3	3
MIA	19
TSGA13	7
SRL	16
PPP2CA	5
CEACAMP11	19
ZKSCAN5	7
TFAP4	16
FBXO27	19
ENDOG	9
NOP10	15
ACSL1	4
SPOUT1	9
NUTM1	15
CARS1	11
TOMM40P4	2
YBX1P5	5
IMP4	2
RPL9P32	19
GTF2H2	5
CEACAMP4	19
TMEM130	7
PSG8	19
GLIS2	16
GLIS2-AS1	16
PAM16	16
ACTG1P15	15
MIR1233-1	15
PRNCR1	8
WASHC5-AS1	8
ZFPM2	8
